Species_original,Species_standardised,Reference,Trait,Temperature,Trait_value,Trait_unit,Latitude,Longitude
Microcystis aeruginosa strain NIVA-CYA 140,Microcystis aeruginosa,Lï¿½rling et al. (2013),growth rate,30,0.94,s^-1,52.26,-105.53
Microcystis aeruginosa strain NIVA-CYA 140,Microcystis aeruginosa,Lï¿½rling et al. (2013),growth rate,32.5,0.93,s^-1,52.26,-105.53
Microcystis aeruginosa strain NIVA-CYA 140,Microcystis aeruginosa,Lï¿½rling et al. (2013),growth rate,35,0.7,s^-1,52.26,-105.53
Planktothrix agardhii strain NIVA-CYA 116,Planktothrix agardhii,Lï¿½rling et al. (2013),growth rate,20,0.5,s^-1,59.69,10.75
Planktothrix agardhii strain NIVA-CYA 116,Planktothrix agardhii,Lï¿½rling et al. (2013),growth rate,25,0.71,s^-1,59.69,10.75
Planktothrix agardhii strain NIVA-CYA 116,Planktothrix agardhii,Lï¿½rling et al. (2013),growth rate,27.5,0.82,s^-1,59.69,10.75
Planktothrix agardhii strain NIVA-CYA 116,Planktothrix agardhii,Lï¿½rling et al. (2013),growth rate,32.5,0.7,s^-1,59.69,10.75
Planktothrix agardhii strain NIVA-CYA 116,Planktothrix agardhii,Lï¿½rling et al. (2013),growth rate,35,0.4,s^-1,59.69,10.75
Planktothrix agardhii strain NIVA-CYA 126,Planktothrix agardhii,Lï¿½rling et al. (2013),growth rate,20,0.43,s^-1,60.22,19.95
Planktothrix agardhii strain NIVA-CYA 126,Planktothrix agardhii,Lï¿½rling et al. (2013),growth rate,25,0.6,s^-1,60.22,19.95
Planktothrix agardhii strain NIVA-CYA 126,Planktothrix agardhii,Lï¿½rling et al. (2013),growth rate,30,0.58,s^-1,60.22,19.95
Monoraphidium griffithii strain NIVA-CHL8,Monoraphidium griffithii,Lï¿½rling et al. (2013),growth rate,20,0.6,s^-1,59.69,10.75
Monoraphidium griffithii strain NIVA-CHL8,Monoraphidium griffithii,Lï¿½rling et al. (2013),growth rate,25,0.65,s^-1,59.69,10.75
Monoraphidium griffithii strain NIVA-CHL8,Monoraphidium griffithii,Lï¿½rling et al. (2013),growth rate,27.5,0.75,s^-1,59.69,10.75
Monoraphidium griffithii strain NIVA-CHL8,Monoraphidium griffithii,Lï¿½rling et al. (2013),growth rate,30,0.69,s^-1,59.69,10.75
Monoraphidium griffithii strain NIVA-CHL8,Monoraphidium griffithii,Lï¿½rling et al. (2013),growth rate,32.5,0.76,s^-1,59.69,10.75
Monoraphidium griffithii strain NIVA-CHL8,Monoraphidium griffithii,Lï¿½rling et al. (2013),growth rate,35,0.19,s^-1,59.69,10.75
Chlamydomonas reinhardtii strain NIVA-CHL13,Chlamydomonas reinhardtii,Lï¿½rling et al. (2013),growth rate,20,1.16,s^-1,NA,NA
Chlamydomonas reinhardtii strain NIVA-CHL13,Chlamydomonas reinhardtii,Lï¿½rling et al. (2013),growth rate,25,0.95,s^-1,NA,NA
Chlamydomonas reinhardtii strain NIVA-CHL13,Chlamydomonas reinhardtii,Lï¿½rling et al. (2013),growth rate,27.5,1.38,s^-1,NA,NA
Chlamydomonas reinhardtii strain NIVA-CHL13,Chlamydomonas reinhardtii,Lï¿½rling et al. (2013),growth rate,32.5,1.2,s^-1,NA,NA
Chlamydomonas reinhardtii strain NIVA-CHL13,Chlamydomonas reinhardtii,Lï¿½rling et al. (2013),growth rate,35,1.2,s^-1,NA,NA
Desmodesmus bicellularis strain CCAP 276/14,Desmodesmus bicellularis,Lï¿½rling et al. (2013),growth rate,20,0.6,s^-1,NA,NA
Desmodesmus bicellularis strain CCAP 276/14,Desmodesmus bicellularis,Lï¿½rling et al. (2013),growth rate,25,0.72,s^-1,NA,NA
Desmodesmus bicellularis strain CCAP 276/14,Desmodesmus bicellularis,Lï¿½rling et al. (2013),growth rate,27.5,0.98,s^-1,NA,NA
Desmodesmus bicellularis strain CCAP 276/14,Desmodesmus bicellularis,Lï¿½rling et al. (2013),growth rate,32.5,1.06,s^-1,NA,NA
Desmodesmus bicellularis strain CCAP 276/14,Desmodesmus bicellularis,Lï¿½rling et al. (2013),growth rate,35,1.09,s^-1,NA,NA
Monoraphidium minutum,Selenastrum minutum,Lï¿½rling et al. (2013),growth rate,20,0.75,s^-1,NA,NA
Monoraphidium minutum,Selenastrum minutum,Lï¿½rling et al. (2013),growth rate,25,0.69,s^-1,NA,NA
Monoraphidium minutum,Selenastrum minutum,Lï¿½rling et al. (2013),growth rate,27.5,1.18,s^-1,NA,NA
Monoraphidium minutum,Selenastrum minutum,Lï¿½rling et al. (2013),growth rate,32.5,0.63,s^-1,NA,NA
Monoraphidium minutum,Selenastrum minutum,Lï¿½rling et al. (2013),growth rate,35,-0.41,s^-1,NA,NA
Acutodesmus acuminatus strain UTEX 415,Acutodesmus acuminatus,Lï¿½rling et al. (2013),growth rate,20,0.58,s^-1,55.7,13.2
Acutodesmus acuminatus strain UTEX 415,Acutodesmus acuminatus,Lï¿½rling et al. (2013),growth rate,25,0.65,s^-1,55.7,13.2
Acutodesmus acuminatus strain UTEX 415,Acutodesmus acuminatus,Lï¿½rling et al. (2013),growth rate,27.5,0.86,s^-1,55.7,13.2
Acutodesmus acuminatus strain UTEX 415,Acutodesmus acuminatus,Lï¿½rling et al. (2013),growth rate,30,0.62,s^-1,55.7,13.2
Acutodesmus acuminatus strain UTEX 415,Acutodesmus acuminatus,Lï¿½rling et al. (2013),growth rate,32.5,0.74,s^-1,55.7,13.2
Acutodesmus acuminatus strain UTEX 415,Acutodesmus acuminatus,Lï¿½rling et al. (2013),growth rate,35,0.67,s^-1,55.7,13.2
Desmodesmus maximus strain SAG 39.81,Desmodesmus maximus,Lï¿½rling et al. (2013),growth rate,20,0.24,s^-1,-3.83,-73.32
Desmodesmus maximus strain SAG 39.81,Desmodesmus maximus,Lï¿½rling et al. (2013),growth rate,25,0.4,s^-1,-3.83,-73.32
Desmodesmus maximus strain SAG 39.81,Desmodesmus maximus,Lï¿½rling et al. (2013),growth rate,27.5,0.69,s^-1,-3.83,-73.32
Desmodesmus maximus strain SAG 39.81,Desmodesmus maximus,Lï¿½rling et al. (2013),growth rate,32.5,0.78,s^-1,-3.83,-73.32
Desmodesmus maximus strain SAG 39.81,Desmodesmus maximus,Lï¿½rling et al. (2013),growth rate,35,0.86,s^-1,-3.83,-73.32
Synechococcus elongatus strain PCC 6301,Synechococcus elongatus,Lï¿½rling et al. (2013),growth rate,20,0.3,s^-1,30.26,-97.74
Synechococcus elongatus strain PCC 6301,Synechococcus elongatus,Lï¿½rling et al. (2013),growth rate,25,0.67,s^-1,30.26,-97.74
Synechococcus elongatus strain PCC 6301,Synechococcus elongatus,Lï¿½rling et al. (2013),growth rate,27.5,0.64,s^-1,30.26,-97.74
Synechococcus elongatus strain PCC 6301,Synechococcus elongatus,Lï¿½rling et al. (2013),growth rate,30,0.72,s^-1,30.26,-97.74
Synechococcus elongatus strain PCC 6301,Synechococcus elongatus,Lï¿½rling et al. (2013),growth rate,32.5,0.82,s^-1,30.26,-97.74
Synechococcus elongatus strain PCC 6301,Synechococcus elongatus,Lï¿½rling et al. (2013),growth rate,35,0.91,s^-1,30.26,-97.74
"Chlorella vulgaris strain UTEX 259, UMACC 248",Chlorella vulgaris,Teoh et al. (2013),growth rate,4,0.108,s^-1,52.01,4.36
"Chlorella vulgaris strain UTEX 259, UMACC 248",Chlorella vulgaris,Teoh et al. (2013),growth rate,11,0.219,s^-1,52.01,4.36
"Chlorella vulgaris strain UTEX 259, UMACC 248",Chlorella vulgaris,Teoh et al. (2013),growth rate,18,0.24,s^-1,52.01,4.36
"Chlorella vulgaris strain UTEX 259, UMACC 248",Chlorella vulgaris,Teoh et al. (2013),growth rate,25,0.225,s^-1,52.01,4.36
"Chlorella vulgaris strain UTEX 259, UMACC 248",Chlorella vulgaris,Teoh et al. (2013),growth rate,32,0.159,s^-1,52.01,4.36
Chlorella vulgaris strain UMACC 001,Chlorella vulgaris,Teoh et al. (2013),growth rate,13,0.234,s^-1,3.12,101.65
Chlorella vulgaris strain UMACC 001,Chlorella vulgaris,Teoh et al. (2013),growth rate,18,0.287,s^-1,3.12,101.65
Chlorella vulgaris strain UMACC 001,Chlorella vulgaris,Teoh et al. (2013),growth rate,23,0.283,s^-1,3.12,101.65
Chlorella vulgaris strain UMACC 001,Chlorella vulgaris,Teoh et al. (2013),growth rate,28,0.312,s^-1,3.12,101.65
Chlorella vulgaris strain UMACC 001,Chlorella vulgaris,Teoh et al. (2013),growth rate,33,0.322,s^-1,3.12,101.65
Chlorella vulgaris strain UMACC 001,Chlorella vulgaris,Teoh et al. (2013),growth rate,38,0.251,s^-1,3.12,101.65
Phormidium simplicissimum,Phormidium simplicissimum,Venter et al. (2003),growth rate,20,0.048,s^-1,-27.4,26.51
Phormidium simplicissimum,Phormidium simplicissimum,Venter et al. (2003),growth rate,24,0.179,s^-1,-27.4,26.51
Phormidium simplicissimum,Phormidium simplicissimum,Venter et al. (2003),growth rate,28,0.219,s^-1,-27.4,26.51
Phormidium simplicissimum,Phormidium simplicissimum,Venter et al. (2003),growth rate,32,0.14,s^-1,-27.4,26.51
Phormidium simplicissimum,Phormidium simplicissimum,Venter et al. (2003),growth rate,36,0.139,s^-1,-27.4,26.51
Phormidium simplicissimum,Phormidium simplicissimum,Venter et al. (2003),growth rate,38,0,s^-1,-27.4,26.51
"Ostreococcus sp. strain RCC410, REDSEA_20-3",Ostreococcus,Kulk et al (2012),growth rate,16,0.69,s^-1,29.47,34.92
"Ostreococcus sp. strain RCC410, REDSEA_20-3",Ostreococcus,Kulk et al (2012),growth rate,20,1.09,s^-1,29.47,34.92
"Ostreococcus sp. strain RCC410, REDSEA_20-3",Ostreococcus,Kulk et al (2012),growth rate,24,1.05,s^-1,29.47,34.92
"Pelagomonas calceolata strain RCC879, Biosope_45 B2E",Pelagomonas calceolata,Kulk et al (2012),growth rate,16,0.28,s^-1,-9.07,-136.98
"Pelagomonas calceolata strain RCC879, Biosope_45 B2E",Pelagomonas calceolata,Kulk et al (2012),growth rate,20,0.3,s^-1,-9.07,-136.98
"Pelagomonas calceolata strain RCC879, Biosope_45 B2E",Pelagomonas calceolata,Kulk et al (2012),growth rate,24,0.47,s^-1,-9.07,-136.98
Acutodesmus obliquus,Acutodesmus obliquus,Huisman et al. (1980),growth rate,15,0.37,s^-1,NA,NA
Acutodesmus obliquus,Acutodesmus obliquus,Huisman et al. (1980),growth rate,20,0.53,s^-1,NA,NA
Acutodesmus obliquus,Acutodesmus obliquus,Huisman et al. (1980),growth rate,25,0.6,s^-1,NA,NA
Acutodesmus obliquus,Acutodesmus obliquus,Huisman et al. (1980),growth rate,30,0.48,s^-1,NA,NA
"Desmodesmus quadricaudatus strain A 119, Greifswald/15",Desmodesmus quadricaudatus,Komï¿½rek & Ruzicka (1969),growth rate,10,0.103,s^-1,54.5,13.38
"Desmodesmus quadricaudatus strain A 119, Greifswald/15",Desmodesmus quadricaudatus,Komï¿½rek & Ruzicka (1969),growth rate,14,0.242,s^-1,54.5,13.38
"Desmodesmus quadricaudatus strain A 119, Greifswald/15",Desmodesmus quadricaudatus,Komï¿½rek & Ruzicka (1969),growth rate,18,0.711,s^-1,54.5,13.38
"Desmodesmus quadricaudatus strain A 119, Greifswald/15",Desmodesmus quadricaudatus,Komï¿½rek & Ruzicka (1969),growth rate,22,0.976,s^-1,54.5,13.38
"Desmodesmus quadricaudatus strain A 119, Greifswald/15",Desmodesmus quadricaudatus,Komï¿½rek & Ruzicka (1969),growth rate,26,1.125,s^-1,54.5,13.38
"Desmodesmus quadricaudatus strain A 119, Greifswald/15",Desmodesmus quadricaudatus,Komï¿½rek & Ruzicka (1969),growth rate,30,1.206,s^-1,54.5,13.38
"Desmodesmus quadricaudatus strain A 119, Greifswald/15",Desmodesmus quadricaudatus,Komï¿½rek & Ruzicka (1969),growth rate,32,1.235,s^-1,54.5,13.38
"Desmodesmus quadricaudatus strain A 119, Greifswald/15",Desmodesmus quadricaudatus,Komï¿½rek & Ruzicka (1969),growth rate,34,1.243,s^-1,54.5,13.38
"Desmodesmus quadricaudatus strain A 119, Greifswald/15",Desmodesmus quadricaudatus,Komï¿½rek & Ruzicka (1969),growth rate,36,1.235,s^-1,54.5,13.38
"Desmodesmus quadricaudatus strain A 119, Greifswald/15",Desmodesmus quadricaudatus,Komï¿½rek & Ruzicka (1969),growth rate,37,1.155,s^-1,54.5,13.38
Raphidocelis subcapitata,Raphidocelis subcapitata,Fujimoto et al. (1994),growth rate,14,0.38,s^-1,59.93,11.07
Raphidocelis subcapitata,Raphidocelis subcapitata,Fujimoto et al. (1994),growth rate,22,0.56,s^-1,59.93,11.07
Raphidocelis subcapitata,Raphidocelis subcapitata,Fujimoto et al. (1994),growth rate,25,0.56,s^-1,59.93,11.07
Raphidocelis subcapitata,Raphidocelis subcapitata,Fujimoto et al. (1994),growth rate,30,0.55,s^-1,59.93,11.07
Microcystis viridis strain N-1,Microcystis viridis,Ohkubo et al. (1991),growth rate,10,0,s^-1,36.04,140.39
Microcystis viridis strain N-1,Microcystis viridis,Ohkubo et al. (1991),growth rate,15,0.07,s^-1,36.04,140.39
Microcystis viridis strain N-1,Microcystis viridis,Ohkubo et al. (1991),growth rate,20,0.111,s^-1,36.04,140.39
Microcystis viridis strain N-1,Microcystis viridis,Ohkubo et al. (1991),growth rate,25,0.168,s^-1,36.04,140.39
Microcystis viridis strain N-1,Microcystis viridis,Ohkubo et al. (1991),growth rate,30,0.093,s^-1,36.04,140.39
Microcystis viridis strain N-1,Microcystis viridis,Ohkubo et al. (1991),growth rate,35,0,s^-1,36.04,140.39
Microcystis aeruginosa strain NIES 102,Microcystis aeruginosa,Ohkubo et al. (1991),growth rate,15,0,s^-1,36.04,140.39
Microcystis aeruginosa strain NIES 102,Microcystis aeruginosa,Ohkubo et al. (1991),growth rate,20,0.194,s^-1,36.04,140.39
Microcystis aeruginosa strain NIES 102,Microcystis aeruginosa,Ohkubo et al. (1991),growth rate,25,0.309,s^-1,36.04,140.39
Microcystis aeruginosa strain NIES 102,Microcystis aeruginosa,Ohkubo et al. (1991),growth rate,30,0.316,s^-1,36.04,140.39
Microcystis aeruginosa strain NIES 102,Microcystis aeruginosa,Ohkubo et al. (1991),growth rate,35,0.268,s^-1,36.04,140.39
Microcystis aeruginosa strain NIES 102,Microcystis aeruginosa,Ohkubo et al. (1991),growth rate,40,0,s^-1,36.04,140.39
Microcystis aeruginosa strain K-5,Microcystis aeruginosa,Ohkubo et al. (1991),growth rate,15,0,s^-1,36.04,140.39
Microcystis aeruginosa strain K-5,Microcystis aeruginosa,Ohkubo et al. (1991),growth rate,20,0.602,s^-1,36.04,140.39
Microcystis aeruginosa strain K-5,Microcystis aeruginosa,Ohkubo et al. (1991),growth rate,25,0.902,s^-1,36.04,140.39
Microcystis aeruginosa strain K-5,Microcystis aeruginosa,Ohkubo et al. (1991),growth rate,30,1.105,s^-1,36.04,140.39
Microcystis aeruginosa strain K-5,Microcystis aeruginosa,Ohkubo et al. (1991),growth rate,35,1.493,s^-1,36.04,140.39
Microcystis aeruginosa strain K-5,Microcystis aeruginosa,Ohkubo et al. (1991),growth rate,40,0.695,s^-1,36.04,140.39
Microcystis aeruginosa strain K-5,Microcystis aeruginosa,Ohkubo et al. (1991),growth rate,45,0,s^-1,36.04,140.39
Microcystis aeruginosa strain K-3A,Microcystis aeruginosa,Ohkubo et al. (1991),growth rate,15,0,s^-1,36.04,140.39
Microcystis aeruginosa strain K-3A,Microcystis aeruginosa,Ohkubo et al. (1991),growth rate,20,0.235,s^-1,36.04,140.39
Microcystis aeruginosa strain K-3A,Microcystis aeruginosa,Ohkubo et al. (1991),growth rate,25,0.397,s^-1,36.04,140.39
Microcystis aeruginosa strain K-3A,Microcystis aeruginosa,Ohkubo et al. (1991),growth rate,30,0.661,s^-1,36.04,140.39
Microcystis aeruginosa strain K-3A,Microcystis aeruginosa,Ohkubo et al. (1991),growth rate,35,1.066,s^-1,36.04,140.39
Microcystis aeruginosa strain K-3A,Microcystis aeruginosa,Ohkubo et al. (1991),growth rate,40,0.386,s^-1,36.04,140.39
Microcystis aeruginosa strain K-3A,Microcystis aeruginosa,Ohkubo et al. (1991),growth rate,45,0,s^-1,36.04,140.39
Anabaena ucrainica strain LBRI 47,Anabaena ucrainica,Tsujimura et al. (2003a),growth rate,5,0,s^-1,35.21,136.28
Anabaena ucrainica strain LBRI 47,Anabaena ucrainica,Tsujimura et al. (2003a),growth rate,8,0.011,s^-1,35.21,136.28
Anabaena ucrainica strain LBRI 47,Anabaena ucrainica,Tsujimura et al. (2003a),growth rate,11,0.136,s^-1,35.21,136.28
Anabaena ucrainica strain LBRI 47,Anabaena ucrainica,Tsujimura et al. (2003a),growth rate,14,0.207,s^-1,35.21,136.28
Anabaena ucrainica strain LBRI 47,Anabaena ucrainica,Tsujimura et al. (2003a),growth rate,17,0.346,s^-1,35.21,136.28
Anabaena ucrainica strain LBRI 47,Anabaena ucrainica,Tsujimura et al. (2003a),growth rate,20,0.461,s^-1,35.21,136.28
Anabaena ucrainica strain LBRI 47,Anabaena ucrainica,Tsujimura et al. (2003a),growth rate,23,0.594,s^-1,35.21,136.28
Anabaena ucrainica strain LBRI 47,Anabaena ucrainica,Tsujimura et al. (2003a),growth rate,26,0.778,s^-1,35.21,136.28
Anabaena ucrainica strain LBRI 47,Anabaena ucrainica,Tsujimura et al. (2003a),growth rate,29,0.703,s^-1,35.21,136.28
Anabaena ucrainica strain LBRI 47,Anabaena ucrainica,Tsujimura et al. (2003a),growth rate,32,0.673,s^-1,35.21,136.28
Oocystella mongolica,Cymbella mongolica,Tsujimura et al. (2003b),growth rate,5,0.098,s^-1,51.1,100.5
Oocystella mongolica,Cymbella mongolica,Tsujimura et al. (2003b),growth rate,10,0.125,s^-1,51.1,100.5
Oocystella mongolica,Cymbella mongolica,Tsujimura et al. (2003b),growth rate,15,0.095,s^-1,51.1,100.5
Oocystella mongolica,Cymbella mongolica,Tsujimura et al. (2003b),growth rate,20,0.095,s^-1,51.1,100.5
Oocystella mongolica,Cymbella mongolica,Tsujimura et al. (2003b),growth rate,25,0.07,s^-1,51.1,100.5
Oocystella mongolica,Cymbella mongolica,Tsujimura et al. (2003b),growth rate,30,0.032,s^-1,51.1,100.5
Pseudodidymocystis planctonica,Pseudodidymocystis planctonica,Tsujimura et al. (2003b),growth rate,5,0.116,s^-1,51.1,100.5
Pseudodidymocystis planctonica,Pseudodidymocystis planctonica,Tsujimura et al. (2003b),growth rate,10,0.167,s^-1,51.1,100.5
Pseudodidymocystis planctonica,Pseudodidymocystis planctonica,Tsujimura et al. (2003b),growth rate,15,0.137,s^-1,51.1,100.5
Pseudodidymocystis planctonica,Pseudodidymocystis planctonica,Tsujimura et al. (2003b),growth rate,20,0.137,s^-1,51.1,100.5
Pseudodidymocystis planctonica,Pseudodidymocystis planctonica,Tsujimura et al. (2003b),growth rate,25,0.132,s^-1,51.1,100.5
Pseudodidymocystis planctonica,Pseudodidymocystis planctonica,Tsujimura et al. (2003b),growth rate,30,0,s^-1,51.1,100.5
Monoraphidium contortum,Monoraphidium contortum,Tsujimura et al. (2003b),growth rate,5,0.25,s^-1,51.1,100.5
Monoraphidium contortum,Monoraphidium contortum,Tsujimura et al. (2003b),growth rate,10,0.35,s^-1,51.1,100.5
Monoraphidium contortum,Monoraphidium contortum,Tsujimura et al. (2003b),growth rate,15,0.292,s^-1,51.1,100.5
Monoraphidium contortum,Monoraphidium contortum,Tsujimura et al. (2003b),growth rate,20,0.25,s^-1,51.1,100.5
Monoraphidium contortum,Monoraphidium contortum,Tsujimura et al. (2003b),growth rate,25,0.176,s^-1,51.1,100.5
Monoraphidium contortum,Monoraphidium contortum,Tsujimura et al. (2003b),growth rate,30,0.013,s^-1,51.1,100.5
Closterium parvulum,Closterium parvulum,Tsujimura et al. (2003b),growth rate,5,0.059,s^-1,51.1,100.5
Closterium parvulum,Closterium parvulum,Tsujimura et al. (2003b),growth rate,10,0.2,s^-1,51.1,100.5
Closterium parvulum,Closterium parvulum,Tsujimura et al. (2003b),growth rate,15,0.182,s^-1,51.1,100.5
Closterium parvulum,Closterium parvulum,Tsujimura et al. (2003b),growth rate,20,0.164,s^-1,51.1,100.5
Closterium parvulum,Closterium parvulum,Tsujimura et al. (2003b),growth rate,25,0.168,s^-1,51.1,100.5
Closterium parvulum,Closterium parvulum,Tsujimura et al. (2003b),growth rate,30,0,s^-1,51.1,100.5
Acutodesmus obliquus,Acutodesmus obliquus,Lï¿½rling et al. (1999),growth rate,9.5,0.453,s^-1,NA,NA
Acutodesmus obliquus,Acutodesmus obliquus,Lï¿½rling et al. (1999),growth rate,16.5,1.232,s^-1,NA,NA
Acutodesmus obliquus,Acutodesmus obliquus,Lï¿½rling et al. (1999),growth rate,24,1.839,s^-1,NA,NA
Acutodesmus obliquus,Acutodesmus obliquus,Lï¿½rling et al. (1999),growth rate,28,1.729,s^-1,NA,NA
Synechocystis sp. strain PCC 6803,Synechocystis,Tasaka et al. (1996),growth rate,20,0.726,s^-1,37.87,-122.27
Synechocystis sp. strain PCC 6803,Synechocystis,Tasaka et al. (1996),growth rate,25,1.19,s^-1,37.87,-122.27
Synechocystis sp. strain PCC 6803,Synechocystis,Tasaka et al. (1996),growth rate,30,1.707,s^-1,37.87,-122.27
Synechocystis sp. strain PCC 6803,Synechocystis,Tasaka et al. (1996),growth rate,35,1.479,s^-1,37.87,-122.27
Synechocystis sp. strain PCC 6803,Synechocystis,Tasaka et al. (1996),growth rate,39,1.213,s^-1,37.87,-122.27
Synechocystis sp. strain PCC 6803,Synechocystis,Tasaka et al. (1996),growth rate,41,0,s^-1,37.87,-122.27
Chlorogonium sp.,Chlorogonium,Lee et al. (1985),growth rate,25,2.143,s^-1,1.3,103.8
Chlorogonium sp.,Chlorogonium,Lee et al. (1985),growth rate,30,2.465,s^-1,1.3,103.8
Chlorogonium sp.,Chlorogonium,Lee et al. (1985),growth rate,35,2.796,s^-1,1.3,103.8
Chlorogonium sp.,Chlorogonium,Lee et al. (1985),growth rate,40,2.797,s^-1,1.3,103.8
Chlorella sp. strain YEL,Chlorella,Hu et al. (2008),growth rate,10,0,s^-1,30.45,114.72
Chlorella sp. strain YEL,Chlorella,Hu et al. (2008),growth rate,15,0.189,s^-1,30.45,114.72
Chlorella sp. strain YEL,Chlorella,Hu et al. (2008),growth rate,20,0.278,s^-1,30.45,114.72
Chlorella sp. strain YEL,Chlorella,Hu et al. (2008),growth rate,30,0.39,s^-1,30.45,114.72
Chlorella sp. strain YEL,Chlorella,Hu et al. (2008),growth rate,40,0.347,s^-1,30.45,114.72
Micractinium pusillum,Micractinium pusillum,Bouarab et al. (2002),growth rate,15,0.11,s^-1,30.92,-6.92
Micractinium pusillum,Micractinium pusillum,Bouarab et al. (2002),growth rate,20,0.34,s^-1,30.92,-6.92
Micractinium pusillum,Micractinium pusillum,Bouarab et al. (2002),growth rate,25,0.48,s^-1,30.92,-6.92
Micractinium pusillum,Micractinium pusillum,Bouarab et al. (2002),growth rate,30,0.56,s^-1,30.92,-6.92
Micractinium pusillum,Micractinium pusillum,Bouarab et al. (2002),growth rate,35,0.58,s^-1,30.92,-6.92
Micractinium pusillum,Micractinium pusillum,Bouarab et al. (2002),growth rate,40,0.45,s^-1,30.92,-6.92
Scenedesmus almeriensis strain CCAP 276/24,Scenedesmus almeriensis,Sï¿½nchez et al. (2008b),growth rate,10,0.475,s^-1,36.84,-2.47
Scenedesmus almeriensis strain CCAP 276/24,Scenedesmus almeriensis,Sï¿½nchez et al. (2008b),growth rate,20,0.741,s^-1,36.84,-2.47
Scenedesmus almeriensis strain CCAP 276/24,Scenedesmus almeriensis,Sï¿½nchez et al. (2008b),growth rate,30,0.98,s^-1,36.84,-2.47
Scenedesmus almeriensis strain CCAP 276/24,Scenedesmus almeriensis,Sï¿½nchez et al. (2008b),growth rate,35,1.007,s^-1,36.84,-2.47
Scenedesmus almeriensis strain CCAP 276/24,Scenedesmus almeriensis,Sï¿½nchez et al. (2008b),growth rate,40,0.906,s^-1,36.84,-2.47
Scenedesmus almeriensis strain CCAP 276/24,Scenedesmus almeriensis,Sï¿½nchez et al. (2008b),growth rate,45,0.588,s^-1,36.84,-2.47
Scenedesmus almeriensis strain CCAP 276/24,Scenedesmus almeriensis,Sï¿½nchez et al. (2008b),growth rate,48,0,s^-1,36.84,-2.47
Acutodesmus obliquus,Acutodesmus obliquus,Dauta (1982a),growth rate,15,0.79,s^-1,NA,NA
Acutodesmus obliquus,Acutodesmus obliquus,Dauta (1982a),growth rate,20,1.367,s^-1,NA,NA
Acutodesmus obliquus,Acutodesmus obliquus,Dauta (1982a),growth rate,26,1.53,s^-1,NA,NA
Acutodesmus obliquus,Acutodesmus obliquus,Dauta (1982a),growth rate,30,1.68,s^-1,NA,NA
Acutodesmus obliquus,Acutodesmus obliquus,Dauta (1982a),growth rate,33,1.587,s^-1,NA,NA
Mucidosphaerium pulchellum,Mucidosphaerium pulchellum,Dauta (1982a),growth rate,15,0.263,s^-1,42.65,2.53
Mucidosphaerium pulchellum,Mucidosphaerium pulchellum,Dauta (1982a),growth rate,20,0.783,s^-1,42.65,2.53
Mucidosphaerium pulchellum,Mucidosphaerium pulchellum,Dauta (1982a),growth rate,25,1.39,s^-1,42.65,2.53
Mucidosphaerium pulchellum,Mucidosphaerium pulchellum,Dauta (1982a),growth rate,28,1.57,s^-1,42.65,2.53
Mucidosphaerium pulchellum,Mucidosphaerium pulchellum,Dauta (1982a),growth rate,32,1.55,s^-1,42.65,2.53
Fragilaria  bidens,Fragilaria bidens,Dauta (1982a),growth rate,10,0.482,s^-1,42.65,2.53
Fragilaria  bidens,Fragilaria bidens,Dauta (1982a),growth rate,15,0.759,s^-1,42.65,2.53
Fragilaria  bidens,Fragilaria bidens,Dauta (1982a),growth rate,20,1.106,s^-1,42.65,2.53
Fragilaria  bidens,Fragilaria bidens,Dauta (1982a),growth rate,22,1.085,s^-1,42.65,2.53
Fragilaria  bidens,Fragilaria bidens,Dauta (1982a),growth rate,25,0.95,s^-1,42.65,2.53
Fragilaria  bidens,Fragilaria bidens,Dauta (1982a),growth rate,29,0.596,s^-1,42.65,2.53
Fragilaria  bidens,Fragilaria bidens,Dauta (1982a),growth rate,32,0.397,s^-1,42.65,2.53
Desmodesmus abundans,Desmodesmus abundans,Benider et al. (2001),growth rate,10,0.25,s^-1,31.34,-8.14
Desmodesmus abundans,Desmodesmus abundans,Benider et al. (2001),growth rate,15,0.86,s^-1,31.34,-8.14
Desmodesmus abundans,Desmodesmus abundans,Benider et al. (2001),growth rate,20,1,s^-1,31.34,-8.14
Desmodesmus abundans,Desmodesmus abundans,Benider et al. (2001),growth rate,25,1.6,s^-1,31.34,-8.14
Desmodesmus abundans,Desmodesmus abundans,Benider et al. (2001),growth rate,30,1.75,s^-1,31.34,-8.14
Desmodesmus abundans,Desmodesmus abundans,Benider et al. (2001),growth rate,35,1.95,s^-1,31.34,-8.14
Acutodesmus dimorphus,Scenedesmus dimorphus,Benider et al. (2001),growth rate,10,0.4,s^-1,34.02,-6.84
Acutodesmus dimorphus,Scenedesmus dimorphus,Benider et al. (2001),growth rate,15,0.69,s^-1,34.02,-6.84
Acutodesmus dimorphus,Scenedesmus dimorphus,Benider et al. (2001),growth rate,20,1.1,s^-1,34.02,-6.84
Acutodesmus dimorphus,Scenedesmus dimorphus,Benider et al. (2001),growth rate,25,1.23,s^-1,34.02,-6.84
Acutodesmus dimorphus,Scenedesmus dimorphus,Benider et al. (2001),growth rate,30,1.31,s^-1,34.02,-6.84
Acutodesmus dimorphus,Scenedesmus dimorphus,Benider et al. (2001),growth rate,35,1.5,s^-1,34.02,-6.84
